Aircraft,Tail#,Flight Leg No,ATA Main,ATA Sub,ATA,ATA Description,LRU,DateAndTime,MDC Message,Status,Flight Phase,Type,Intermittent,Equation ID,Source,Diagnostic Data,Data Used to Determine Msg,ID,Flight#
AC10211,759EV,428,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 2,11/30/2020 13:13,NO R-AHC-1 BUS INPUT,FAILED/WIRING,AIR,Fault,0,B1-246705,AC10211P.FMH,"071 FCC 2 010002
351 FCC 2 ------","071 FCC 2 010002
350 AHC 2 620002
350 AHC 2 620002
350 AHC 2 620002
270 AHC 4000 R 600032",4028670876189a47017619b1b10c189b,3 2 6 2
AC10035,611SK,31814,31,41,31-41,Engine Indication and Crew Alerting System (EICAS),DCU 2,11/30/2020 13:13,INTERNAL FAULT,FAILED,AIR,Fault,0,B1-006289,AC10035A.FMH,"347 DCU 2 004002
350 DCU 2 000002
351 DCU 2 010002
352 DCU 2 000902
353 DCU 2 000002","347 DCU 2 004002
352 DCU 2 000902
353 DCU 2 000002",40286708761dc0a501761ecb322a1531,3178 35B
AC15453,830SK,2566,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:13,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,3,B1-006987,AC15453X.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 6001A3",4028670876189a47017619562fed072e,3740
AC15472,839SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:13,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-007306,AC15472Q.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a470176194c2bc3066a,
AC15472,839SK,1176,38,10,Oct-38,POTABLE WATER,Y-HTR FWD VLV,11/30/2020 13:13,LOW CURRENT/OPEN,FAILED/WIRING,AIR,Fault,>,B1-008399,AC154721.FMH,,354 PWS CNTRL UNIT 004005,4028670876189a47017619b1fbc518d6,3934
AC10127,722EV,28008,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:13,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10127S.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876280d68017628e7340d0b1f,SKW3122
AC10211,759EV,428,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 2,11/30/2020 13:13,NO R-AHC-1 BUS INPUT,FAILED/WIRING,AIR,Fault,0,B1-246705,AC10211P.FMH,"071 FCC 2 010002
351 FCC 2 ------","071 FCC 2 010002
350 AHC 2 620002
350 AHC 2 620002
350 AHC 2 620002
270 AHC 4000 R 600032",4028670876189a47017619b1b10c189c,3 2 6 2
AC10211,759EV,428,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:13,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC102111.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708763ca6e201763e716b712fa0,3 2 6 2
AC10035,611SK,31814,24,11,24-Nov,ELECTRICAL POWER GEN,IDG1,11/30/2020 13:13,INTERNAL FAULT,FAILED,AIR,Fault,0,B1-007096,AC10035A.FMH,,351 GCU 1 000011,40286708761dc0a501761ecb323c1532,3178 35B
AC10035,611SK,31814,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:13,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10035F.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",402867087637807c01763c38d0935467,3178
AC15453,830SK,2566,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:13,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,3,B1-006952,AC15453X.SMH,"350 IAPS IOC 1A 000201
351 IAPS IOC 1A 020001
352 IAPS IOC 1A 627E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 002001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 000201
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 080000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 6001A3",4028670876189a47017619562fed072f,3740
AC15472,839SK,,38,10,Oct-38,POTABLE WATER,PWS CONFIG,11/30/2020 13:13,CONFIGURATION 17,LRU OK/INFO,,Service,,B1-007599,AC15472Q.CSM,,"350 PWS CNTRL UNIT 040151
361 PWS CNTRL UNIT 000001",4028670876189a470176194c2bd3066b,
AC15472,839SK,1176,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 13:13,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-006902,AC15472Q.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a470176194c2e24066d,3934
AC15472,839SK,1176,38,10,Oct-38,POTABLE WATER,PWS SYSTEM,11/30/2020 13:13,CONFIGURATION FAULT,LRU OK/INFO,AIR,Fault,1,B1-007604,AC15472P.FMH,,350 PWS CNTRL UNIT 040151,4028670876189a47017619b1fbd518d7,3934
AC10243,770SK,25330,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:12,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10243C.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708763ca6e201763dc56a2718dd,3156
AC10243,770SK,25330,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 13:12,INTERNAL FAULT,FAILED/WIRING,AIR,Fault,0,B1-005812,AC10243J.FMH,"270A ACSC 1 000000
270B ACSC 1 000001
271A ACSC 1 000000
271B ACSC 1 000001
350A ACSC 1 100000
350B ACSC 1 100001
351A ACSC 1 0E0000
351B ACSC 1 000001
352A ACSC 1 000000
352B ACSC 1 000001","351A ACSC 1 0E0000
351B ACSC 1 000001",4028670876189a470176199c6f1f171d,3156
AC10243,770SK,25330,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 13:12,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-006902,AC10243C.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",40286708763ca6e201763dc56a2718de,3156
AC10228,763SK,27452,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 13:11,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007061,AC10228C.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 627E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",4028670876280d6801762ba2c2bd47e4,3087 E37
AC15069,805SK,,34,25,34-25,Electronic Flight Instrument System (EFIS),PFD 1,11/30/2020 13:11,NO R-ADC-2 BUS INPUT,FAILED/WIRING,,Fault,,B1-007496,AC15069Y.CFM,,,4028670876189a470176194c286b065e,
AC10003,707SK,26555,34,42,34-42,Ground Proximity Warning System (GPWS),EGPWS,11/30/2020 13:11,NO TERRAIN TO R-MFD,FAILED,AIR,Fault,0,B1-006523,AC100038.FMH,"350 EGPWS 000000
351 EGPWS 000000
355 EGPWS 000000",350 MFD 2 600001,4028670876189a4701761987c0431422,2973
AC10228,763SK,27452,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 13:11,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007026,AC10228C.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 624E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",4028670876280d6801762ba2c2bd47e5,3087 E37
AC15069,805SK,,34,25,34-25,Electronic Flight Instrument System (EFIS),PFD 2,11/30/2020 13:11,NO L-ADC-2 BUS INPUT,FAILED/WIRING,,Fault,,B1-007513,AC15069Y.CFM,,,4028670876189a470176194c286b065f,
AC10158,748EV,27618,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:09,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006952,AC101583.SMH,"350 IAPS IOC 1A 000201
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 000201
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",4028670876280d68017628f16a350d32,3185
AC10158,748EV,27618,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:09,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006987,AC101583.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",4028670876280d68017628f16a350d33,3185
AC15453,830SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:09,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-007306,AC15453T.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a470176194c2a220666,
AC15453,830SK,2566,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 1,11/30/2020 13:09,NO L-AHC-1 BUS INPUT,FAILED/WIRING,AIR,Fault,0,B1-246748,AC154533.FMH,"071 FCC 1 000001
351 FCC 1 ------","071 FCC 1 000001
350 AHC 1 000001
350 AHC 1 000001
350 AHC 1 000001
270 AHC 4000 L 000031",4028670876189a470176197e683c133d,3740
AC10300,796SK,,31,41,31-41,Engine Indication and Crew Alerting System (EICAS),DCU 1,11/30/2020 13:08,FDR FAILURE,FAILED,,Fault,,B1-006250,AC10300W.CFM,,,4028670876189a470176194c255b0658,
AC10300,796SK,,78,31,78-31,THRUST REVERSERS,L TR LK ACT 1,11/30/2020 13:08,OPEN SW OR ACT1 LOCK,FAILED,,Fault,,B1-008134,AC10300W.CFM,,,4028670876189a470176194c256b0659,
AC10300,796SK,,78,31,78-31,THRUST REVERSERS,L TR LK ACT 2,11/30/2020 13:08,OPEN SW OR ACT2 LOCK,FAILED,,Fault,,B1-008144,AC10300W.CFM,,,4028670876189a470176194c257a065a,
AC10250,606SK,25936,32,51,32-51,NOSEWHEEL STEERING,NWS ECU,11/30/2020 13:08,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-007459,AC102502.SMH,350 NWS ECU 000401,"350 NWS ECU 000401
350 IAPS IOC 1A 600001",40286708764c1a0001765131c850500e,3118
AC15060,800SK,22559,32,51,32-51,NOSEWHEEL STEERING,NWS ECU,11/30/2020 13:08,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-007459,AC15060S.SMH,350 NWS ECU 000401,"350 NWS ECU 000401
350 IAPS IOC 1A 600001",40286708765b8d1801765bf5b74a0a57,3688
AC10300,796SK,,78,31,78-31,THRUST REVERSERS,R TR LK ACT 1,11/30/2020 13:08,OPEN SW OR ACT1 LOCK,FAILED,,Fault,,B1-008139,AC10300W.CFM,,,4028670876189a470176194c257a065b,
AC10250,606SK,25936,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 13:08,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC102502.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 624E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",40286708764c1a0001765131c850500f,3118
AC15060,800SK,22559,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:08,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC15060S.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708765b8d1801765bf5b74a0a58,3688
AC10300,796SK,,78,31,78-31,THRUST REVERSERS,R TR LK ACT 2,11/30/2020 13:08,OPEN SW OR ACT2 LOCK,FAILED,,Fault,,B1-008149,AC10300W.CFM,,,4028670876189a470176194c258a065c,
AC10250,606SK,25936,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 13:08,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC102502.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 624E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",40286708764c1a0001765131c8505010,3118
AC15060,800SK,22559,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 13:08,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-006902,AC15060S.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",40286708765b8d1801765bf5b74a0a59,3688
AC15452,829SK,2722,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 13:08,H STAB FAULT CHA,FAILED,AIR,Fault,0,B1-008007,AC15452F.CFMG.FMH,"350A SSCU 1 000000
350B SSCU 1 000001
351A SSCU 1 000000
351B SSCU 1 000001
352A SSCU 1 000004
352B SSCU 1 000001
353A SSCU 1 000000
353B SSCU 1 000001
354A SSCU 1 000000
354B SSCU 1 000001",352A SSCU 1 000004,4028670876189a47017619562ad20728,3504
AC15086,809SK,22907,30,0,30-00,ICE & RAIN PROTECTION,R COWL A/ICE SOV,11/30/2020 13:05,SOV SW POSITION MISMATCH,FAILED/WIRING,AIR,Fault,0,B1-039271,AC15086D.FMH,,"250 AIRCRAFT DISCR L 186001
257 AIRCRAFT DSCR2 L 080000
250 AIRCRAFT DISCR R 000000
257 AIRCRAFT DSCR2 R 080000",4028670876189a47017619bc37bf198d,3678 C14
AC15086,809SK,22907,30,0,30-00,ICE & RAIN PROTECTION,L COWL A/ICE SOV,11/30/2020 13:05,SOV SW POSITION MISMATCH,FAILED/WIRING,AIR,Fault,0,B1-039268,AC15086D.FMH,,"250 AIRCRAFT DISCR L 186001
256 AIRCRAFT DSCR2 L 000000
250 AIRCRAFT DISCR R 000000
256 AIRCRAFT DSCR2 R 000000",4028670876189a47017619bc37cf198e,3678 C14
AC15086,809SK,22907,28,0,28-00,FUEL,FQGC,11/30/2020 13:05,NO RA IOC-6 BUS INPUT,LRU OK/INFO,AIR,Fault,0,B1-006807,AC15086D.FMH,"276A FQGC 040001
276B FQGC 040002
277A FQGC 000081
277B FQGC 000082
351A FQGC 000001
351B FQGC 000002
352A FQGC 000001
352B FQGC 000002
353A FQGC 000001
353B FQGC 000802","353B FQGC 000802
350 IAPS IOC 2A 600002",4028670876189a47017619bc37cf198f,3678 C14
AC15086,809SK,22907,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 13:05,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC150869.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708763ca6e201763dc585d519e6,3678
AC10329,631SK,16643,27,50,27-50,FLAPS AND SLATS,SFECU 2,11/30/2020 13:02,SLAT MAINTENANCE REQ'D,DEFERRED MAINT,GROUND,Fault,0,B1-240244,AC103297.FMH,"271F SFECU 2 080003
271S SFECU 2 0801E2
353F SFECU 2 08B0A3
353S SFECU 2 08F8A2
354F SFECU 2 000003
354S SFECU 2 000002
355F SFECU 2 000003
355S SFECU 2 000002",353S SFECU 2 08F8A2,40286708761dc0a501761ea749bd0f72,--------
AC15453,830SK,2565,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 1,11/30/2020 13:02,NO L-AHC-1 BUS INPUT,FAILED/WIRING,TAXI,Fault,0,B1-246748,AC15453W.FMH,"071 FCC 1 000001
351 FCC 1 ------","071 FCC 1 000001
350 AHC 1 000001
350 AHC 1 000001
350 AHC 1 000001
270 AHC 4000 L 000029",40286708765b8d1801765fe7bca060fe,3740
AC10133,701SK,,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 13:01,INTERNAL FAULT,FAILED/WIRING,,Fault,,B1-005812,AC10133H.CFM,,,4028670876189a470176194257c6052e,
AC15109,821SK,22029,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 13:00,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007061,AC15109S.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",40286708763ca6e2017641729f7065d2,4255
AC10174,713SK,,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 2,11/30/2020 13:00,NO R-AHC-1 BUS INPUT,FAILED/WIRING,,Fault,,B1-246705,AC10174A.CFM,,,4028670876189a47017619425c340532,
AC10174,713SK,27905,49,0,49-00,APU,START MOTOR,11/30/2020 13:00,OPEN PWR/SENSE WIRE,FAILED/WIRING,TAXI,Service,>,B1-006021,AC101746.SMH,,351 APU ECU 000041,402867087641cd3d017642b4937213fb,3271
AC10174,713SK,27905,49,0,49-00,APU,START MOTOR,11/30/2020 13:00,SHORT/LO PWR INPUT,LRU OK/INFO,TAXI,Fault,0,B1-006022,AC10174B.FMH,,351 APU ECU 000041,4028670876189a47017619425ed20534,3271
AC15060,800SK,22558,32,51,32-51,NOSEWHEEL STEERING,NWS ECU,11/30/2020 13:00,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,TAXI,Service,0,B1-007459,AC15060S.SMH,350 NWS ECU 000401,"350 NWS ECU 000401
350 IAPS IOC 1A 600001",40286708765b8d1801765bf5b74a0a5a,3688
AC15109,821SK,22029,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 13:00,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007026,AC15109S.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 628E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",40286708763ca6e2017641729f7065d3,4255
AC10215,754SK,26542,31,30,31-30,CREW FORCE MEAS SYS,CTRL FORCE SNSR,11/30/2020 12:59,NO BUS OUTPUT TO DCU,OFF/NO OUTPUT,AIR,Service,0,B1-344932,AC102153.SMH,350 CTRL FORCE SNSR 000000,"352 DCU 1 000941
352 DCU 2 000942",402867087641cd3d01764207069b0559,3122
AC10215,754SK,26542,30,0,30-00,ICE & RAIN PROTECTION,L IB WING T SNSR,11/30/2020 12:59,CH B FAULT,FAILED/WIRING,AIR,Service,0,B1-007263,AC102153.SMH,,350B AILC 010002,402867087641cd3d01764207069b055a,3122
AC10215,754SK,26542,30,0,30-00,ICE & RAIN PROTECTION,AILC,11/30/2020 12:59,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-005961,AC102153.SMH,"270A AILC 000001
270B AILC 000002
271A AILC 000001
271B AILC 000002
350A AILC 0000C1
350B AILC 010002
351A AILC 000001
351B AILC 000002
352A AILC 000001
352B AILC 000002","350A AILC 0000C1
350 IAPS IOC 1A 600001",402867087641cd3d01764207069b055b,3122
AC10215,754SK,26542,77,31,77-31,ENGINE VIBRATION,EVM UNIT,11/30/2020 12:59,NO EVM-1 BUS TO DCU,FAILED/WIRING,AIR,Fault,0,B1-006546,AC10215U.FMH,350 EVM UNIT 000000,"352 DCU 1 000941
352 DCU 2 000942
352 DCU 3 ------",4028670876189a47017619d0d5961b95,3122 B17
AC10215,754SK,26542,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 12:59,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC102153.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 624E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",402867087641cd3d01764207069b055c,3122
AC10215,754SK,26542,71,0,71-00,POWER PLANT,R IGNITER B,11/30/2020 12:59,NO LIGHT OFF DETECTED,FAILED,AIR,Fault,1,B1-007125,AC102154.FMH,,"354A R FADEC 000801
354B R FADEC 000800",4028670876189a47017619d0d5961b96,3122 B17
AC10215,754SK,26542,34,52,34-52,Automatic Direction Finder System (ADF),ADF 2,11/30/2020 12:59,NO R-RTU-2 BUS INPUT,FAILED/WIRING,AIR,Fault,0,B1-005889,AC10215U.FMH,350 ADF 2 001402,"350 ADF 2 001402
350 DME 2 600002
350 VHF 2 201102
350 TDR 2 28B302",4028670876189a47017619d0d5a51b97,3122 B17
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,DISPLAY FAN1,11/30/2020 12:59,LOW FAN SPEED,FAILED/WIRING,AIR,Fault,0,B1-006414,AC102154.FMH,,"350A ACSC 1 1A05B0
350B ACSC 1 100001",402867087641cd3d017642078ac80691,3122
AC10215,754SK,26542,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 12:59,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC102153.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",402867087641cd3d01764207069b055d,3122
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,AVIONICS FAN,11/30/2020 12:59,AVIONICS FAN 1 FAIL,FAILED/WIRING,AIR,Fault,0,B1-006083,AC102154.FMH,,"350A ACSC 1 1A05B0
350B ACSC 1 100001",402867087641cd3d017642078ad80692,3122
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 12:59,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC102153.SMH,,"350A ACSC 1 1A05B0
350B ACSC 1 100001",402867087641cd3d01764207069b055e,3122
AC10215,754SK,26542,34,43,34-43,Traffic Alert and Collision Avoidance System (TCAS),TCAS CH A,11/30/2020 12:59,NO OUTPUT,OFF/NO OUTPUT,AIR,Fault,0,B1-008231,AC10215U.FMH,350 TCAS CH A ------,"350 TCAS CH A ------
350 TCAS CH A ------
350 TCAS CH B ------
350 TCAS CH B ------
350 PFD 1 000040
350 PFD 2 000040
350 MFD 1 000041
350 MFD 2 000041",4028670876189a47017619d0d5a51b98,3122 B17
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,ACSC 2,11/30/2020 12:59,R FADEC P6 OUT OF RANGE,LRU OK/INFO,AIR,Fault,0,B1-005833,AC102154.FMH,"270A ACSC 2 000002
270B ACSC 2 000003
271A ACSC 2 000002
271B ACSC 2 000103
350A ACSC 2 100002
350B ACSC 2 100003
351A ACSC 2 010002
351B ACSC 2 010003
352A ACSC 2 000002
352B ACSC 2 000003","351A ACSC 2 010002
351B ACSC 2 010003",402867087641cd3d017642078ad80693,3122
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 12:59,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-006902,AC102153.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",402867087641cd3d01764207069b055f,3122
AC10215,754SK,26542,23,11,23-Nov,VHF Communication System,VHF 3,11/30/2020 12:59,NO OUTPUT/NO BUS TO IOC,OFF/NO OUTPUT,AIR,Fault,0,B1-008278,AC10215U.FMH,350 VHF 3 ------,"350 VHF 3 ------
350 VHF 3 ------",4028670876189a47017619d0d5b51b99,3122 B17
AC10188,719SK,28109,38,10,Oct-38,POTABLE WATER,PWS SYSTEM,11/30/2020 12:59,AC INPUT POWER FAULT,LRU OK/INFO,GROUND,Fault,0,B1-007603,AC101882.FMH,,350 PWS CNTRL UNIT 000009,402867087665d9d60176669f5f24162e,--------
AC10193,730SK,27658,32,61,32-61,Proximity-Sensor System (PSS),AFT CARG DR SW,11/30/2020 12:59,DI26:UNREASON/OPEN WIRE,FAILED/WIRING,AIR,Fault,0,B1-005904,AC101930.FMH,,370 PSEU-INTERFACE 000042,4028670876189a4701761942646a053c,3260
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 12:59,NO CH A/B XTALK BUS,FAILED/WIRING,AIR,Fault,0,B1-005820,AC102154.FMH,"270A ACSC 1 000000
270B ACSC 1 000001
271A ACSC 1 000000
271B ACSC 1 000001
350A ACSC 1 1A05B0
350B ACSC 1 100001
351A ACSC 1 000000
351B ACSC 1 010001
352A ACSC 1 000000
352B ACSC 1 000001","350B ACSC 1 100001
350A ACSC 1 1A05B0",402867087641cd3d017642078ad80694,3122
AC10215,754SK,26542,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 12:59,NO LB-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-005822,AC102153.SMH,"270A ACSC 1 000000
270B ACSC 1 000001
271A ACSC 1 000000
271B ACSC 1 000001
350A ACSC 1 1A05B0
350B ACSC 1 100001
351A ACSC 1 000000
351B ACSC 1 010001
352A ACSC 1 000000
352B ACSC 1 000001","350A ACSC 1 1A05B0
350 IAPS IOC 1B 600003",402867087641cd3d0176420706aa0560,3122
